# Region type : patch Lc1
# Faces        : 121
# Area         : 2.4367446e-06
# Scale factor : 1.0000000e+00
# Time         	sum(phi)
6e-05          	7.6311134e-11
0.000132       	1.6854812e-10
0.0002184      	2.7961373e-10
0.00032208     	4.1438384e-10
0.000446496    	5.7774910e-10
0.000595795    	7.7756974e-10
0.000774954    	1.0220640e-09
0.000989945    	1.3242926e-09
0.00124793     	1.6987744e-09
0.00155752     	2.1681436e-09
0.00192903     	2.7588358e-09
0.00237483     	3.5111027e-09
0.0029098      	4.4736775e-09
0.00355176     	5.7181543e-09
0.00429765     	7.2791919e-09
0.00475382     	8.3150685e-09
0.00497048     	8.8226590e-09
0.00518408     	9.3361999e-09
0.00542151     	9.9157568e-09
0.00568516     	1.0575699e-08
0.00595414     	1.1260394e-08
0.0062144      	1.1939685e-08
0.00646879     	1.2613168e-08
0.00672414     	1.3303880e-08
0.00698347     	1.4014042e-08
0.0072456      	1.4745859e-08
0.0075082      	1.5487112e-08
0.00777027     	1.6240512e-08
0.00803213     	1.7000642e-08
0.00829441     	1.7774854e-08
0.00855734     	1.8557614e-08
0.00882083     	1.9354301e-08
0.00908463     	2.0158195e-08
0.00934861     	2.0974764e-08
0.00961272     	2.1797335e-08
0.00987701     	2.2631755e-08
0.0101415      	2.3471523e-08
0.0104061      	2.4322370e-08
0.0106708      	2.5178333e-08
0.0109356      	2.6045225e-08
0.0112005      	2.6916928e-08
0.0114655      	2.7799323e-08
0.0117307      	2.8686305e-08
0.0119958      	2.9583775e-08
0.0122611      	3.0486411e-08
0.0125265      	3.1399432e-08
0.0127919      	3.2316767e-08
0.0130543      	3.3233489e-08
0.0133099      	3.4129691e-08
0.0135591      	3.5012978e-08
0.0138025      	3.5878700e-08
0.01404        	3.6731892e-08
0.0142718      	3.7568471e-08
0.0144983      	3.8393867e-08
0.0147199      	3.9203651e-08
0.0149367      	4.0003568e-08
0.0151492      	4.0788745e-08
0.0153574      	4.1564894e-08
0.0155616      	4.2328031e-08
0.0157619      	4.3083280e-08
0.0159587      	4.3826532e-08
0.016152       	4.4562672e-08
0.0163419      	4.5287679e-08
0.0165288      	4.6006227e-08
0.0167125      	4.6714399e-08
0.0168934      	4.7416688e-08
0.0170714      	4.8109560e-08
0.0172468      	4.8797475e-08
0.0174196      	4.9476254e-08
0.0175899      	5.0150068e-08
0.0177578      	5.0815272e-08
0.0179234      	5.1475902e-08
0.0180867      	5.2128020e-08
0.0182479      	5.2775571e-08
0.0184071      	5.3415404e-08
0.0185642      	5.4051299e-08
0.0187193      	5.4679849e-08
0.0188726      	5.5304729e-08
0.019024       	5.5922717e-08
0.0191736      	5.6537856e-08
0.0193216      	5.7146290e-08
0.0194678      	5.7751497e-08
0.0196124      	5.8350285e-08
0.0197555      	5.8946047e-08
0.019897       	5.9535656e-08
0.020037       	6.0122246e-08
0.0201755      	6.0702429e-08
0.0203126      	6.1279931e-08
0.0204484      	6.1851740e-08
0.0205828      	6.2421008e-08
0.0207159      	6.2984785e-08
0.0208477      	6.3546161e-08
0.0209783      	6.4102239e-08
0.0211076      	6.4656043e-08
0.0212358      	6.5204721e-08
0.0213628      	6.5751234e-08
0.0214886      	6.6292781e-08
0.0216134      	6.6832267e-08
0.021737       	6.7366941e-08
0.0218597      	6.7899656e-08
0.0219812      	6.8427709e-08
0.0221018      	6.8954439e-08
0.0222213      	6.9476735e-08
0.0223399      	6.9997242e-08
0.0224576      	7.0513341e-08
0.0225742      	7.1027733e-08
0.02269        	7.1537839e-08
0.0228049      	7.2046316e-08
0.0229189      	7.2550626e-08
0.023032       	7.3053204e-08
0.0231443      	7.3551277e-08
0.0232558      	7.4047860e-08
0.0233664      	7.4540488e-08
0.0234763      	7.5031683e-08
0.0235853      	7.5519017e-08
0.0236936      	7.6004975e-08
0.0238011      	7.6487164e-08
0.0239079      	7.6968035e-08
0.024014       	7.7445228e-08
0.0241193      	7.7921154e-08
0.0242239      	7.8393481e-08
0.0243279      	7.8864585e-08
0.0244311      	7.9332167e-08
0.0245337      	7.9798569e-08
0.0246356      	8.0261524e-08
0.0247369      	8.0723346e-08
0.0248375      	8.1181795e-08
0.0249375      	8.1639155e-08
0.0250369      	8.2093437e-08
0.0251357      	8.2547045e-08
0.0252339      	8.2997413e-08
0.0253315      	8.3446762e-08
0.0254285      	8.3892935e-08
0.0255249      	8.4338126e-08
0.0256208      	8.4780202e-08
0.0257161      	8.5221331e-08
0.0258108      	8.5659407e-08
0.0259051      	8.6096573e-08
0.0259987      	8.6530747e-08
0.0260919      	8.6963464e-08
0.0261846      	8.7393235e-08
0.0262767      	8.7822159e-08
0.0263683      	8.8248192e-08
0.0264595      	8.8673403e-08
0.0265501      	8.9095770e-08
0.0266403      	8.9517342e-08
0.02673        	8.9936119e-08
0.0268192      	9.0354128e-08
0.0269079      	9.0769390e-08
0.0269962      	9.1183912e-08
0.0270841      	9.1596282e-08
0.0271715      	9.2007956e-08
0.0272584      	9.2416966e-08
0.027345       	9.2825277e-08
0.0274311      	9.3230967e-08
0.0275167      	9.3635979e-08
0.027602       	9.4038411e-08
0.0276868      	9.4440188e-08
0.0277713      	9.4839426e-08
0.0278553      	9.5238032e-08
0.0279389      	9.5634140e-08
0.0280222      	9.6029487e-08
0.028105       	9.6421961e-08
0.0281875      	9.6813844e-08
0.0282696      	9.7203302e-08
0.0283513      	9.7592181e-08
0.0284326      	9.7978669e-08
0.0285136      	9.8364593e-08
0.0285942      	9.8748158e-08
0.0286744      	9.9131175e-08
0.0287543      	9.9511866e-08
0.0288339      	9.9892027e-08
0.0289131      	1.0026990e-07
0.0289919      	1.0064725e-07
0.0290705      	1.0102235e-07
0.0291486      	1.0139695e-07
0.0292265      	1.0176931e-07
0.029304       	1.0214119e-07
0.0293812      	1.0251086e-07
0.0294581      	1.0288006e-07
0.0295346      	1.0324708e-07
0.0296109      	1.0361364e-07
0.0296868      	1.0397805e-07
0.0297624      	1.0434201e-07
0.0298378      	1.0470386e-07
0.0299128      	1.0506527e-07
0.0299875      	1.0542458e-07
0.0300619      	1.0578393e-07
0.0301361      	1.0614130e-07
0.0302099      	1.0649825e-07
0.0302834      	1.0685315e-07
0.0303567      	1.0720765e-07
0.0304297      	1.0756013e-07
0.0305024      	1.0791222e-07
0.0305748      	1.0826231e-07
0.030647       	1.0861201e-07
0.0307189      	1.0895975e-07
0.0307905      	1.0930711e-07
0.0308618      	1.0965252e-07
