# Region type : patch outlet
# Faces        : 34923
# Area         : 6.0186191e-04
# Scale factor : 1.0000000e+00
# Time         	areaAverage(p)
0.0573221      	1.7614388e+00
0.057351       	1.7616002e+00
0.0573798      	1.7635275e+00
0.0574086      	1.7636888e+00
0.0574374      	1.7656154e+00
0.0574662      	1.7657768e+00
0.057495       	1.7677025e+00
0.0575238      	1.7678639e+00
0.0575526      	1.7697888e+00
0.0575813      	1.7699502e+00
0.0576101      	1.7718744e+00
0.0576388      	1.7720358e+00
0.0576676      	1.7739591e+00
0.0576963      	1.7741206e+00
0.057725       	1.7760432e+00
0.0577537      	1.7762047e+00
0.0577824      	1.7781264e+00
0.057811       	1.7782879e+00
0.0578397      	1.7802089e+00
0.0578683      	1.7803704e+00
0.057897       	1.7822906e+00
0.0579256      	1.7824522e+00
0.0579542      	1.7843716e+00
0.0579828      	1.7845332e+00
0.0580114      	1.7864518e+00
0.05804        	1.7866120e+00
0.0580686      	1.7885276e+00
0.0580972      	1.7886878e+00
0.0581257      	1.7906026e+00
0.0581543      	1.7907628e+00
0.0581828      	1.7926769e+00
0.0582113      	1.7928372e+00
0.0582399      	1.7947504e+00
0.0582684      	1.7949107e+00
0.0582969      	1.7968232e+00
0.0583253      	1.7969836e+00
0.0583538      	1.7988953e+00
0.0583823      	1.7990557e+00
0.0584107      	1.8009667e+00
0.0584392      	1.8011271e+00
0.0584676      	1.8030373e+00
0.058496       	1.8031978e+00
0.0585244      	1.8051072e+00
0.0585528      	1.8052677e+00
0.0585812      	1.8071763e+00
0.0586096      	1.8073369e+00
0.058638       	1.8092448e+00
0.0586663      	1.8094054e+00
0.0586947      	1.8113125e+00
0.058723       	1.8114732e+00
0.0587513      	1.8133795e+00
0.0587797      	1.8135403e+00
0.058808       	1.8154458e+00
0.0588363      	1.8156066e+00
0.0588646      	1.8175114e+00
0.0588928      	1.8176722e+00
0.0589211      	1.8195763e+00
0.0589494      	1.8197372e+00
0.0589776      	1.8216405e+00
0.0590058      	1.8218014e+00
0.0590341      	1.8237047e+00
0.0590623      	1.8238686e+00
0.0590905      	1.8257711e+00
0.0591187      	1.8259350e+00
0.0591469      	1.8278368e+00
0.059175       	1.8280007e+00
0.0592032      	1.8299018e+00
0.0592314      	1.8300658e+00
0.0592595      	1.8319661e+00
0.0592876      	1.8321301e+00
0.0593158      	1.8340296e+00
0.0593439      	1.8341938e+00
0.059372       	1.8360925e+00
0.0594001      	1.8362567e+00
0.0594282      	1.8381547e+00
0.0594562      	1.8383190e+00
0.0594843      	1.8402162e+00
0.0595124      	1.8403805e+00
0.0595404      	1.8422770e+00
0.0595684      	1.8424414e+00
0.0595965      	1.8443372e+00
0.0596245      	1.8445016e+00
0.0596525      	1.8463966e+00
0.0596805      	1.8465611e+00
0.0597085      	1.8484553e+00
0.0597364      	1.8486199e+00
0.0597644      	1.8505134e+00
0.0597924      	1.8506780e+00
0.0598203      	1.8525708e+00
0.0598482      	1.8527354e+00
0.0598762      	1.8546275e+00
0.0599041      	1.8547922e+00
0.059932       	1.8566835e+00
0.0599599      	1.8568483e+00
0.0599878      	1.8587388e+00
0.0600156      	1.8589037e+00
0.0600435      	1.8607935e+00
0.0600714      	1.8609584e+00
0.0600992      	1.8628475e+00
0.0601271      	1.8630125e+00
0.0601549      	1.8649008e+00
0.0601827      	1.8650659e+00
0.0602105      	1.8669535e+00
0.0602383      	1.8671186e+00
0.0602661      	1.8690055e+00
0.0602939      	1.8691707e+00
0.0603216      	1.8710568e+00
0.0603494      	1.8712221e+00
0.0603772      	1.8731075e+00
0.0604049      	1.8732728e+00
0.0604326      	1.8751575e+00
0.0604603      	1.8753228e+00
0.0604881      	1.8772068e+00
0.0605158      	1.8773723e+00
0.0605434      	1.8792555e+00
0.0605711      	1.8794210e+00
0.0605988      	1.8813035e+00
0.0606265      	1.8814691e+00
0.0606541      	1.8833508e+00
0.0606818      	1.8835165e+00
0.0607094      	1.8853975e+00
0.060737       	1.8855633e+00
0.0607646      	1.8874436e+00
0.0607922      	1.8876094e+00
0.0608198      	1.8894890e+00
0.0608474      	1.8896549e+00
0.060875       	1.8915337e+00
0.0609026      	1.8916997e+00
0.0609301      	1.8935778e+00
0.0609577      	1.8937439e+00
0.0609852      	1.8956213e+00
0.0610127      	1.8957874e+00
0.0610403      	1.8976641e+00
0.0610678      	1.8978303e+00
0.0610953      	1.8997062e+00
0.0611228      	1.8998725e+00
0.0611502      	1.9017478e+00
0.0611777      	1.9019141e+00
0.0612052      	1.9037886e+00
0.0612326      	1.9039551e+00
0.0612601      	1.9058289e+00
0.0612875      	1.9059954e+00
0.0613149      	1.9078685e+00
0.0613424      	1.9080350e+00
0.0613698      	1.9099074e+00
0.0613972      	1.9100741e+00
0.0614245      	1.9119457e+00
0.0614519      	1.9121125e+00
0.0614793      	1.9139834e+00
0.0615067      	1.9141502e+00
0.061534       	1.9160205e+00
0.0615614      	1.9161874e+00
0.0615887      	1.9180569e+00
0.061616       	1.9182239e+00
0.0616433      	1.9200927e+00
0.0616706      	1.9202597e+00
0.0616979      	1.9221278e+00
0.0617252      	1.9222950e+00
0.0617525      	1.9241624e+00
0.0617798      	1.9243296e+00
0.061807       	1.9261963e+00
0.0618343      	1.9263636e+00
0.0618615      	1.9282295e+00
0.0618887      	1.9283969e+00
0.061916       	1.9302622e+00
0.0619432      	1.9304297e+00
0.0619704      	1.9322942e+00
0.0619976      	1.9324618e+00
0.0620248      	1.9343256e+00
0.0620519      	1.9344933e+00
0.0620791      	1.9363564e+00
0.0621063      	1.9365241e+00
0.0621334      	1.9383865e+00
0.0621606      	1.9385544e+00
0.0621877      	1.9404161e+00
0.0622148      	1.9405840e+00
0.0622419      	1.9424450e+00
0.062269       	1.9426130e+00
0.0622961      	1.9444733e+00
0.0623232      	1.9446414e+00
0.0623503      	1.9465010e+00
0.0623774      	1.9466692e+00
0.0624044      	1.9485281e+00
0.0624315      	1.9486963e+00
0.0624585      	1.9505545e+00
0.0624855      	1.9507229e+00
0.0625126      	1.9525804e+00
0.0625396      	1.9527488e+00
0.0625666      	1.9546056e+00
0.0625936      	1.9547741e+00
0.0626206      	1.9566303e+00
0.0626475      	1.9567989e+00
0.0626745      	1.9586543e+00
0.0627015      	1.9588230e+00
0.0627284      	1.9606777e+00
0.0627554      	1.9608465e+00
0.0627823      	1.9627005e+00
0.0628092      	1.9628694e+00
0.0628362      	1.9647227e+00
0.0628631      	1.9648917e+00
0.06289        	1.9667443e+00
0.0629169      	1.9669134e+00
0.0629437      	1.9687653e+00
0.0629706      	1.9689344e+00
0.0629975      	1.9707857e+00
0.0630243      	1.9709549e+00
0.0630512      	1.9728023e+00
0.063078       	1.9729713e+00
0.0631048      	1.9748181e+00
0.0631317      	1.9749872e+00
0.0631585      	1.9768332e+00
0.0631853      	1.9770024e+00
0.0632121      	1.9788477e+00
0.0632389      	1.9790170e+00
0.0632656      	1.9808617e+00
0.0632924      	1.9810311e+00
0.0633192      	1.9828751e+00
0.0633459      	1.9830445e+00
0.0633727      	1.9848878e+00
0.0633994      	1.9850574e+00
0.0634261      	1.9869000e+00
0.0634528      	1.9870697e+00
0.0634795      	1.9889116e+00
0.0635062      	1.9890814e+00
0.0635329      	1.9909226e+00
0.0635596      	1.9910925e+00
0.0635863      	1.9929330e+00
0.0636129      	1.9931030e+00
0.0636396      	1.9949429e+00
0.0636662      	1.9951129e+00
0.0636929      	1.9969521e+00
0.0637195      	1.9971223e+00
0.0637461      	1.9989608e+00
0.0637728      	1.9991310e+00
0.0637994      	2.0009689e+00
0.063826       	2.0011392e+00
0.0638525      	2.0029764e+00
0.0638791      	2.0031468e+00
0.0639057      	2.0049833e+00
0.0639323      	2.0051538e+00
0.0639588      	2.0069896e+00
0.0639854      	2.0071603e+00
0.0640119      	2.0089954e+00
0.0640384      	2.0091677e+00
0.0640649      	2.0110040e+00
0.0640915      	2.0111764e+00
0.064118       	2.0130120e+00
0.0641445      	2.0131845e+00
0.0641709      	2.0150195e+00
0.0641974      	2.0151920e+00
0.0642239      	2.0170263e+00
0.0642504      	2.0171990e+00
0.0642768      	2.0190326e+00
0.0643033      	2.0192054e+00
0.0643297      	2.0210383e+00
0.0643561      	2.0212112e+00
0.0643825      	2.0230435e+00
0.064409       	2.0232164e+00
0.0644354      	2.0250480e+00
0.0644617      	2.0252211e+00
0.0644881      	2.0270520e+00
0.0645145      	2.0272252e+00
0.0645409      	2.0290554e+00
0.0645672      	2.0292287e+00
0.0645936      	2.0310583e+00
0.0646199      	2.0312317e+00
0.0646463      	2.0330605e+00
0.0646726      	2.0332340e+00
0.0646989      	2.0350622e+00
0.0647252      	2.0352358e+00
0.0647515      	2.0370634e+00
0.0647778      	2.0372371e+00
0.0648041      	2.0390639e+00
0.0648304      	2.0392377e+00
0.0648567      	2.0410639e+00
0.0648829      	2.0412378e+00
0.0649092      	2.0430634e+00
0.0649354      	2.0432374e+00
0.0649617      	2.0450623e+00
0.0649879      	2.0452364e+00
0.0650141      	2.0470606e+00
0.0650403      	2.0472348e+00
0.0650665      	2.0490583e+00
0.0650927      	2.0492326e+00
0.0651189      	2.0510555e+00
0.0651451      	2.0512299e+00
0.0651713      	2.0530521e+00
0.0651974      	2.0532266e+00
0.0652236      	2.0550481e+00
0.0652498      	2.0552228e+00
0.0652759      	2.0570436e+00
0.065302       	2.0572184e+00
0.0653281      	2.0590386e+00
0.0653543      	2.0592134e+00
0.0653804      	2.0610330e+00
0.0654065      	2.0612079e+00
0.0654326      	2.0630268e+00
0.0654586      	2.0632018e+00
0.0654847      	2.0650201e+00
0.0655108      	2.0651952e+00
0.0655369      	2.0670128e+00
0.0655629      	2.0671880e+00
0.0655889      	2.0690049e+00
0.065615       	2.0691803e+00
0.065641       	2.0709965e+00
0.065667       	2.0711720e+00
0.065693       	2.0729876e+00
0.065719       	2.0731632e+00
0.065745       	2.0749781e+00
0.065771       	2.0751538e+00
0.065797       	2.0769681e+00
0.065823       	2.0771439e+00
0.0658489      	2.0789575e+00
0.0658749      	2.0791334e+00
0.0659008      	2.0809463e+00
0.0659268      	2.0811224e+00
0.0659527      	2.0829347e+00
0.0659786      	2.0831108e+00
0.0660046      	2.0849224e+00
0.0660305      	2.0850987e+00
0.0660564      	2.0869097e+00
0.0660823      	2.0870860e+00
0.0661081      	2.0888963e+00
0.066134       	2.0890728e+00
0.0661599      	2.0908825e+00
0.0661858      	2.0910590e+00
0.0662116      	2.0928681e+00
0.0662375      	2.0930447e+00
0.0662633      	2.0948531e+00
0.0662891      	2.0950299e+00
0.0663149      	2.0968376e+00
0.0663408      	2.0970145e+00
0.0663666      	2.0988216e+00
0.0663924      	2.0989986e+00
0.0664182      	2.1008050e+00
0.0664439      	2.1009822e+00
0.0664697      	2.1027879e+00
0.0664955      	2.1029652e+00
0.0665212      	2.1047703e+00
0.066547       	2.1049476e+00
0.0665727      	2.1067521e+00
0.0665985      	2.1069296e+00
0.0666242      	2.1087334e+00
0.0666499      	2.1089110e+00
0.0666756      	2.1107142e+00
0.0667013      	2.1108918e+00
0.066727       	2.1126944e+00
0.0667527      	2.1128722e+00
0.0667784      	2.1146741e+00
0.0668041      	2.1148520e+00
0.0668298      	2.1166532e+00
0.0668554      	2.1168313e+00
0.0668811      	2.1186319e+00
0.0669067      	2.1188100e+00
0.0669324      	2.1206100e+00
0.066958       	2.1207882e+00
0.0669836      	2.1225875e+00
0.0670092      	2.1227659e+00
0.0670348      	2.1245634e+00
0.0670604      	2.1247398e+00
0.067086       	2.1265366e+00
0.0671116      	2.1267131e+00
0.0671372      	2.1285093e+00
0.0671627      	2.1286859e+00
0.0671883      	2.1304815e+00
0.0672139      	2.1306582e+00
0.0672394      	2.1324531e+00
0.0672649      	2.1326300e+00
0.0672905      	2.1344243e+00
0.067316       	2.1346012e+00
0.0673415      	2.1363949e+00
0.067367       	2.1365720e+00
0.0673925      	2.1383650e+00
0.067418       	2.1385422e+00
0.0674435      	2.1403346e+00
0.067469       	2.1405119e+00
0.0674945      	2.1423036e+00
0.0675199      	2.1424811e+00
0.0675454      	2.1442722e+00
0.0675708      	2.1444498e+00
0.0675963      	2.1462402e+00
0.0676217      	2.1464179e+00
0.0676471      	2.1482078e+00
0.0676725      	2.1483856e+00
0.067698       	2.1501748e+00
0.0677234      	2.1503527e+00
0.0677488      	2.1521413e+00
0.0677741      	2.1523193e+00
0.0677995      	2.1541073e+00
0.0678249      	2.1542855e+00
0.0678503      	2.1560728e+00
0.0678756      	2.1562511e+00
0.067901       	2.1580378e+00
0.0679263      	2.1582162e+00
0.0679517      	2.1600022e+00
0.067977       	2.1601808e+00
0.0680023      	2.1619662e+00
0.0680276      	2.1621451e+00
0.0680529      	2.1639329e+00
0.0680782      	2.1641120e+00
0.0681035      	2.1658991e+00
0.0681288      	2.1660783e+00
0.0681541      	2.1678648e+00
0.0681794      	2.1680441e+00
0.0682046      	2.1698300e+00
0.0682299      	2.1700095e+00
0.0682551      	2.1717947e+00
0.0682804      	2.1719743e+00
0.0683056      	2.1737589e+00
0.0683309      	2.1739386e+00
0.0683561      	2.1757226e+00
0.0683813      	2.1759024e+00
0.0684065      	2.1776858e+00
0.0684317      	2.1778657e+00
0.0684569      	2.1796484e+00
0.0684821      	2.1798285e+00
0.0685073      	2.1816106e+00
0.0685324      	2.1817908e+00
0.0685576      	2.1835723e+00
0.0685827      	2.1837526e+00
0.0686079      	2.1855335e+00
0.068633       	2.1857139e+00
0.0686582      	2.1874941e+00
0.0686833      	2.1876747e+00
0.0687084      	2.1894543e+00
0.0687335      	2.1896350e+00
0.0687586      	2.1914140e+00
0.0687837      	2.1915948e+00
0.0688088      	2.1933732e+00
0.0688339      	2.1935541e+00
0.068859       	2.1953319e+00
0.068884       	2.1955129e+00
0.0689091      	2.1972901e+00
0.0689342      	2.1974713e+00
0.0689592      	2.1992477e+00
0.0689843      	2.1994291e+00
0.0690093      	2.2012050e+00
0.0690343      	2.2013864e+00
0.0690593      	2.2031617e+00
0.0690843      	2.2033432e+00
0.0691094      	2.2051179e+00
0.0691344      	2.2052996e+00
0.0691593      	2.2070736e+00
0.0691843      	2.2072555e+00
0.0692093      	2.2090289e+00
0.0692343      	2.2092108e+00
0.0692592      	2.2109836e+00
0.0692842      	2.2111657e+00
0.0693091      	2.2129379e+00
0.0693341      	2.2131201e+00
0.069359       	2.2148917e+00
0.0693839      	2.2150740e+00
0.0694089      	2.2168449e+00
0.0694338      	2.2170274e+00
0.0694587      	2.2187978e+00
0.0694836      	2.2189804e+00
0.0695085      	2.2207501e+00
0.0695334      	2.2209328e+00
0.0695582      	2.2227019e+00
0.0695831      	2.2228848e+00
0.069608       	2.2246533e+00
0.0696328      	2.2248363e+00
0.0696577      	2.2266041e+00
0.0696825      	2.2267873e+00
0.0697074      	2.2285545e+00
0.0697322      	2.2287378e+00
0.069757       	2.2305044e+00
0.0697818      	2.2306878e+00
0.0698067      	2.2324539e+00
0.0698315      	2.2326374e+00
0.0698563      	2.2344028e+00
0.069881       	2.2345865e+00
0.0699058      	2.2363513e+00
0.0699306      	2.2365351e+00
0.0699554      	2.2382993e+00
0.0699801      	2.2384832e+00
0.0700049      	2.2402468e+00
0.0700296      	2.2404308e+00
0.0700544      	2.2421938e+00
0.0700791      	2.2423780e+00
0.0701038      	2.2441404e+00
0.0701286      	2.2443247e+00
0.0701533      	2.2460865e+00
0.070178       	2.2462709e+00
0.0702027      	2.2480321e+00
0.0702274      	2.2482167e+00
0.0702521      	2.2499773e+00
0.0702767      	2.2501620e+00
0.0703014      	2.2519219e+00
0.0703261      	2.2521068e+00
0.0703507      	2.2538661e+00
0.0703754      	2.2540511e+00
0.0704         	2.2558099e+00
0.0704247      	2.2559950e+00
0.0704493      	2.2577531e+00
0.0704739      	2.2579384e+00
0.0704985      	2.2596959e+00
0.0705231      	2.2598813e+00
0.0705478      	2.2616383e+00
0.0705723      	2.2618238e+00
0.0705969      	2.2635801e+00
0.0706215      	2.2637658e+00
0.0706461      	2.2655215e+00
0.0706707      	2.2657073e+00
0.0706952      	2.2674625e+00
0.0707198      	2.2676484e+00
0.0707443      	2.2694029e+00
0.0707689      	2.2695890e+00
0.0707934      	2.2713429e+00
0.070818       	2.2715291e+00
0.0708425      	2.2732825e+00
0.070867       	2.2734688e+00
0.0708915      	2.2752215e+00
0.070916       	2.2754080e+00
0.0709405      	2.2771602e+00
0.070965       	2.2773467e+00
0.0709895      	2.2790983e+00
0.071014       	2.2792850e+00
0.0710384      	2.2810342e+00
0.0710629      	2.2812197e+00
0.0710874      	2.2829683e+00
0.0711118      	2.2831539e+00
0.0711362      	2.2849019e+00
0.0711607      	2.2850877e+00
0.0711851      	2.2868351e+00
0.0712095      	2.2870210e+00
0.071234       	2.2887678e+00
0.0712584      	2.2889539e+00
0.0712828      	2.2907000e+00
0.0713072      	2.2908863e+00
0.0713316      	2.2926319e+00
0.071356       	2.2928182e+00
0.0713803      	2.2945632e+00
0.0714047      	2.2947497e+00
0.0714291      	2.2964941e+00
0.0714534      	2.2966808e+00
0.0714778      	2.2984246e+00
0.0715021      	2.2986113e+00
0.0715265      	2.3003546e+00
0.0715508      	2.3005415e+00
0.0715751      	2.3022841e+00
0.0715994      	2.3024712e+00
0.0716238      	2.3042133e+00
0.0716481      	2.3044004e+00
0.0716724      	2.3061419e+00
0.0716967      	2.3063292e+00
0.0717209      	2.3080701e+00
0.0717452      	2.3082576e+00
0.0717695      	2.3099979e+00
0.0717938      	2.3101855e+00
0.071818       	2.3119252e+00
0.0718423      	2.3121130e+00
0.0718665      	2.3138521e+00
0.0718908      	2.3140400e+00
0.071915       	2.3157785e+00
0.0719392      	2.3159666e+00
0.0719635      	2.3177045e+00
0.0719877      	2.3178927e+00
0.0720119      	2.3196301e+00
0.0720361      	2.3198199e+00
0.0720603      	2.3215583e+00
0.0720845      	2.3217483e+00
0.0721087      	2.3234861e+00
0.0721328      	2.3236762e+00
0.072157       	2.3254134e+00
0.0721812      	2.3256037e+00
0.0722053      	2.3273403e+00
0.0722295      	2.3275308e+00
0.0722536      	2.3292668e+00
0.0722778      	2.3294573e+00
0.0723019      	2.3311928e+00
0.072326       	2.3313835e+00
0.0723502      	2.3331184e+00
0.0723743      	2.3333092e+00
0.0723984      	2.3350435e+00
0.0724225      	2.3352345e+00
0.0724466      	2.3369682e+00
0.0724707      	2.3371593e+00
0.0724948      	2.3388925e+00
0.0725188      	2.3390837e+00
0.0725429      	2.3408163e+00
0.072567       	2.3410077e+00
0.072591       	2.3427396e+00
0.0726151      	2.3429312e+00
0.0726391      	2.3446626e+00
0.0726632      	2.3448543e+00
0.0726872      	2.3465851e+00
0.0727112      	2.3467769e+00
0.0727352      	2.3485072e+00
0.0727592      	2.3486991e+00
0.0727833      	2.3504288e+00
0.0728073      	2.3506209e+00
0.0728312      	2.3523500e+00
0.0728552      	2.3525423e+00
0.0728792      	2.3542708e+00
0.0729032      	2.3544632e+00
0.0729272      	2.3561911e+00
0.0729511      	2.3563837e+00
0.0729751      	2.3581110e+00
0.072999       	2.3583037e+00
0.073023       	2.3600305e+00
0.0730469      	2.3602233e+00
0.0730709      	2.3619495e+00
0.0730948      	2.3621425e+00
0.0731187      	2.3638681e+00
0.0731426      	2.3640612e+00
0.0731665      	2.3657863e+00
0.0731904      	2.3659796e+00
0.0732143      	2.3677040e+00
0.0732382      	2.3678975e+00
0.0732621      	2.3696214e+00
0.073286       	2.3698149e+00
0.0733098      	2.3715382e+00
0.0733337      	2.3717320e+00
0.0733576      	2.3734547e+00
0.0733814      	2.3736486e+00
0.0734053      	2.3753708e+00
0.0734291      	2.3755648e+00
0.0734529      	2.3772864e+00
0.0734768      	2.3774805e+00
0.0735006      	2.3792016e+00
0.0735244      	2.3793959e+00
0.0735482      	2.3811163e+00
0.073572       	2.3813108e+00
0.0735958      	2.3830307e+00
0.0736196      	2.3832253e+00
0.0736434      	2.3849446e+00
0.0736672      	2.3851393e+00
0.0736909      	2.3868581e+00
0.0737147      	2.3870530e+00
0.0737384      	2.3887711e+00
0.0737622      	2.3889662e+00
0.073786       	2.3906838e+00
0.0738097      	2.3908790e+00
0.0738334      	2.3925960e+00
0.0738572      	2.3927913e+00
0.0738809      	2.3945078e+00
0.0739046      	2.3947033e+00
0.0739283      	2.3964192e+00
0.073952       	2.3966148e+00
0.0739757      	2.3983302e+00
0.0739994      	2.3985260e+00
0.0740231      	2.4002407e+00
0.0740468      	2.4004367e+00
0.0740705      	2.4021509e+00
0.0740941      	2.4023469e+00
0.0741178      	2.4040606e+00
0.0741414      	2.4042568e+00
0.0741651      	2.4059699e+00
0.0741887      	2.4061663e+00
0.0742124      	2.4078788e+00
0.074236       	2.4080753e+00
0.0742596      	2.4097873e+00
0.0742833      	2.4099839e+00
0.0743069      	2.4116953e+00
0.0743305      	2.4118921e+00
0.0743541      	2.4136030e+00
0.0743777      	2.4137999e+00
0.0744013      	2.4155102e+00
0.0744249      	2.4157073e+00
0.0744484      	2.4174170e+00
0.074472       	2.4176142e+00
0.0744956      	2.4193234e+00
0.0745192      	2.4195208e+00
0.0745427      	2.4212294e+00
0.0745663      	2.4214269e+00
0.0745898      	2.4231350e+00
0.0746133      	2.4233326e+00
0.0746369      	2.4250402e+00
0.0746604      	2.4252379e+00
0.0746839      	2.4269449e+00
0.0747074      	2.4271428e+00
0.0747309      	2.4288493e+00
0.0747544      	2.4290473e+00
0.0747779      	2.4307532e+00
0.0748014      	2.4309514e+00
0.0748249      	2.4326567e+00
0.0748484      	2.4328551e+00
0.0748719      	2.4345599e+00
0.0748953      	2.4347584e+00
0.0749188      	2.4364626e+00
0.0749423      	2.4366612e+00
0.0749657      	2.4383649e+00
0.0749892      	2.4385637e+00
0.0750126      	2.4402668e+00
0.075036       	2.4404641e+00
0.0750595      	2.4421653e+00
0.0750829      	2.4423628e+00
0.0751063      	2.4440634e+00
0.0751297      	2.4442610e+00
0.0751531      	2.4459611e+00
0.0751765      	2.4461588e+00
0.0751999      	2.4478583e+00
0.0752233      	2.4480562e+00
0.0752467      	2.4497552e+00
0.07527        	2.4499532e+00
0.0752934      	2.4516517e+00
0.0753168      	2.4518499e+00
0.0753401      	2.4535478e+00
0.0753635      	2.4537461e+00
0.0753868      	2.4554434e+00
0.0754102      	2.4556419e+00
0.0754335      	2.4573387e+00
0.0754568      	2.4575373e+00
0.0754801      	2.4592336e+00
0.0755035      	2.4594324e+00
0.0755268      	2.4611281e+00
0.0755501      	2.4613270e+00
0.0755734      	2.4630222e+00
0.0755967      	2.4632212e+00
0.07562        	2.4649159e+00
0.0756433      	2.4651151e+00
0.0756665      	2.4668092e+00
0.0756898      	2.4670085e+00
0.0757131      	2.4687021e+00
0.0757363      	2.4689016e+00
0.0757596      	2.4705946e+00
0.0757828      	2.4707942e+00
0.0758061      	2.4724867e+00
0.0758293      	2.4726865e+00
0.0758525      	2.4743784e+00
0.0758758      	2.4745783e+00
0.075899       	2.4762698e+00
0.0759222      	2.4764698e+00
0.0759454      	2.4781607e+00
0.0759686      	2.4783609e+00
0.0759918      	2.4800513e+00
0.076015       	2.4802516e+00
0.0760382      	2.4819433e+00
0.0760614      	2.4821449e+00
0.0760846      	2.4838361e+00
0.0761077      	2.4840378e+00
0.0761309      	2.4857285e+00
0.076154       	2.4859303e+00
0.0761772      	2.4876204e+00
0.0762003      	2.4878224e+00
0.0762235      	2.4895120e+00
0.0762466      	2.4897141e+00
0.0762698      	2.4914032e+00
0.0762929      	2.4916054e+00
0.076316       	2.4932940e+00
0.0763391      	2.4934964e+00
0.0763622      	2.4951844e+00
0.0763853      	2.4953869e+00
0.0764084      	2.4970744e+00
0.0764315      	2.4972771e+00
0.0764546      	2.4989640e+00
0.0764777      	2.4991668e+00
0.0765008      	2.5008532e+00
0.0765238      	2.5010562e+00
0.0765469      	2.5027421e+00
0.0765699      	2.5029452e+00
0.076593       	2.5046305e+00
0.076616       	2.5048338e+00
0.0766391      	2.5065186e+00
0.0766621      	2.5067220e+00
0.0766852      	2.5084063e+00
0.0767082      	2.5086099e+00
0.0767312      	2.5102936e+00
0.0767542      	2.5104973e+00
0.0767772      	2.5121805e+00
0.0768002      	2.5123844e+00
0.0768232      	2.5140670e+00
0.0768462      	2.5142710e+00
0.0768692      	2.5159532e+00
0.0768922      	2.5161573e+00
0.0769152      	2.5178389e+00
0.0769381      	2.5180432e+00
0.0769611      	2.5197243e+00
0.076984       	2.5199287e+00
0.077007       	2.5216093e+00
0.0770299      	2.5218139e+00
0.0770529      	2.5234939e+00
0.0770758      	2.5236986e+00
0.0770988      	2.5253781e+00
0.0771217      	2.5255830e+00
0.0771446      	2.5272620e+00
0.0771675      	2.5274670e+00
0.0771904      	2.5291454e+00
0.0772133      	2.5293506e+00
0.0772362      	2.5310285e+00
0.0772591      	2.5312338e+00
0.077282       	2.5329112e+00
0.0773049      	2.5331167e+00
0.0773278      	2.5347935e+00
0.0773506      	2.5349991e+00
0.0773735      	2.5366755e+00
0.0773964      	2.5368812e+00
0.0774192      	2.5385570e+00
0.0774421      	2.5387629e+00
0.0774649      	2.5404382e+00
0.0774878      	2.5406442e+00
0.0775106      	2.5423190e+00
0.0775334      	2.5425252e+00
0.0775562      	2.5441995e+00
0.0775791      	2.5444058e+00
0.0776019      	2.5460795e+00
0.0776247      	2.5462860e+00
0.0776475      	2.5479592e+00
0.0776703      	2.5481658e+00
0.0776931      	2.5498385e+00
0.0777158      	2.5500452e+00
0.0777386      	2.5517174e+00
0.0777614      	2.5519243e+00
0.0777842      	2.5535960e+00
0.0778069      	2.5538030e+00
0.0778297      	2.5554741e+00
0.0778524      	2.5556813e+00
0.0778752      	2.5573519e+00
0.0778979      	2.5575593e+00
0.0779207      	2.5592294e+00
0.0779434      	2.5594369e+00
0.0779661      	2.5611064e+00
0.0779889      	2.5613141e+00
0.0780116      	2.5629831e+00
0.0780343      	2.5631909e+00
0.078057       	2.5648594e+00
0.0780797      	2.5650673e+00
0.0781024      	2.5667354e+00
0.0781251      	2.5669434e+00
0.0781478      	2.5686109e+00
0.0781704      	2.5688191e+00
0.0781931      	2.5704861e+00
0.0782158      	2.5706945e+00
0.0782384      	2.5723609e+00
0.0782611      	2.5725695e+00
0.0782837      	2.5742354e+00
0.0783064      	2.5744440e+00
0.078329       	2.5761095e+00
0.0783517      	2.5763183e+00
0.0783743      	2.5779832e+00
0.0783969      	2.5781921e+00
0.0784196      	2.5798566e+00
0.0784422      	2.5800656e+00
0.0784648      	2.5817296e+00
0.0784874      	2.5819387e+00
0.07851        	2.5836022e+00
0.0785326      	2.5838115e+00
0.0785552      	2.5854745e+00
0.0785777      	2.5856838e+00
0.0786003      	2.5873464e+00
0.0786229      	2.5875559e+00
0.0786455      	2.5892179e+00
0.078668       	2.5894275e+00
0.0786906      	2.5910891e+00
0.0787131      	2.5912988e+00
0.0787357      	2.5929599e+00
0.0787582      	2.5931697e+00
0.0787808      	2.5948303e+00
0.0788033      	2.5950403e+00
0.0788258      	2.5967004e+00
0.0788484      	2.5969105e+00
0.0788709      	2.5985701e+00
0.0788934      	2.5987803e+00
0.0789159      	2.6004394e+00
0.0789384      	2.6006498e+00
0.0789609      	2.6023084e+00
0.0789834      	2.6025189e+00
0.0790059      	2.6041770e+00
0.0790283      	2.6043869e+00
0.0790508      	2.6060424e+00
0.0790733      	2.6062523e+00
0.0790958      	2.6079073e+00
0.0791182      	2.6081175e+00
0.0791407      	2.6097720e+00
0.0791631      	2.6099822e+00
0.0791856      	2.6116363e+00
0.079208       	2.6118466e+00
0.0792304      	2.6135002e+00
0.0792529      	2.6137107e+00
0.0792753      	2.6153637e+00
0.0792977      	2.6155744e+00
0.0793201      	2.6172269e+00
0.0793425      	2.6174377e+00
0.0793649      	2.6190898e+00
0.0793873      	2.6193007e+00
