# Region type : patch Lc1_sub3
# Faces        : 58
# Area         : 1.3747090e-06
# Scale factor : 1.0000000e+00
# Time         	sum(phi)
6e-05          	6.1759874e-11
0.000132       	1.3632609e-10
0.0002184      	2.2594502e-10
0.00032208     	3.3440613e-10
0.000446496    	4.6540542e-10
0.000595795    	6.2484184e-10
0.000774954    	8.1856317e-10
0.000989945    	1.0557474e-09
0.00124793     	1.3457822e-09
0.00155752     	1.7030590e-09
0.00192903     	2.1425665e-09
0.00237483     	2.6870090e-09
0.0029098      	3.3604231e-09
0.00355176     	4.1978713e-09
0.00429765     	5.2041579e-09
0.00475382     	5.8553943e-09
0.00497048     	6.1685606e-09
0.00518408     	6.4816982e-09
0.00542151     	6.8300288e-09
0.00568516     	7.2222373e-09
0.00595414     	7.6236037e-09
0.0062144      	8.0181906e-09
0.00646879     	8.4048192e-09
0.00672414     	8.7982857e-09
0.00698347     	9.1985323e-09
0.0072456      	9.6082111e-09
0.0075082      	1.0019284e-08
0.00777027     	1.0434991e-08
0.00803213     	1.0851046e-08
0.00829441     	1.1273220e-08
0.00855734     	1.1697132e-08
0.00882083     	1.2127486e-08
0.00908463     	1.2559303e-08
0.00934861     	1.2997392e-08
0.00961272     	1.3436638e-08
0.00987701     	1.3881982e-08
0.0101415      	1.4328394e-08
0.0104061      	1.4780736e-08
0.0106708      	1.5234425e-08
0.0109356      	1.5694344e-08
0.0112005      	1.6155717e-08
0.0114655      	1.6623438e-08
0.0117307      	1.7092719e-08
0.0119958      	1.7568456e-08
0.0122611      	1.8046452e-08
0.0125265      	1.8531011e-08
0.0127919      	1.9017301e-08
0.0130543      	1.9504427e-08
0.0133099      	1.9980085e-08
0.0135591      	2.0450090e-08
0.0138025      	2.0910384e-08
0.01404        	2.1365189e-08
0.0142718      	2.1810957e-08
0.0144983      	2.2251821e-08
0.0147199      	2.2683969e-08
0.0149367      	2.3111827e-08
0.0151492      	2.3531257e-08
0.0153574      	2.3946714e-08
0.0155616      	2.4354790e-08
0.0157619      	2.4759482e-08
0.0159587      	2.5157310e-08
0.016152       	2.5552096e-08
0.0163419      	2.5940451e-08
0.0165288      	2.6326044e-08
0.0167125      	2.6705592e-08
0.0168934      	2.7082630e-08
0.0170714      	2.7454210e-08
0.0172468      	2.7823846e-08
0.0174196      	2.8188076e-08
0.0175899      	2.8550192e-08
0.0177578      	2.8907176e-08
0.0179234      	2.9262221e-08
0.0180867      	2.9612075e-08
0.0182479      	2.9959869e-08
0.0184071      	3.0302994e-08
0.0185642      	3.0644456e-08
0.0187193      	3.0981448e-08
0.0188726      	3.1316899e-08
0.019024       	3.1648158e-08
0.0191736      	3.1978452e-08
0.0193216      	3.2304626e-08
0.0194678      	3.2629454e-08
0.0196124      	3.2950319e-08
0.0197555      	3.3269933e-08
0.019897       	3.3585733e-08
0.020037       	3.3900226e-08
0.0201755      	3.4210639e-08
0.0203126      	3.4519962e-08
0.0204484      	3.4825734e-08
0.0205828      	3.5130482e-08
0.0207159      	3.5431793e-08
0.0208477      	3.5732146e-08
0.0209783      	3.6029178e-08
0.0211076      	3.6325315e-08
0.0212358      	3.6618227e-08
0.0213628      	3.6910296e-08
0.0214886      	3.7199236e-08
0.0216134      	3.7487384e-08
0.021737       	3.7772496e-08
0.0218597      	3.8056867e-08
0.0219812      	3.8338295e-08
0.0221018      	3.8619465e-08
0.0222213      	3.8897848e-08
0.0223399      	3.9175570e-08
0.0224576      	3.9450499e-08
0.0225742      	3.9724808e-08
0.02269        	3.9996398e-08
0.0228049      	4.0267407e-08
0.0229189      	4.0535771e-08
0.023032       	4.0803450e-08
0.0231443      	4.1068186e-08
0.0232558      	4.1332412e-08
0.0233664      	4.1594122e-08
0.0234763      	4.1855348e-08
0.0235853      	4.2114115e-08
0.0236936      	4.2372426e-08
0.0238011      	4.2628336e-08
0.0239079      	4.2883819e-08
0.024014       	4.3136959e-08
0.0241193      	4.3389699e-08
0.0242239      	4.3640146e-08
0.0243279      	4.3890213e-08
0.0244311      	4.4138032e-08
0.0245337      	4.4385495e-08
0.0246356      	4.4630757e-08
0.0247369      	4.4875685e-08
0.0248375      	4.5118459e-08
0.0249375      	4.5360923e-08
0.0250369      	4.5601461e-08
0.0251357      	4.5842009e-08
0.0252339      	4.6080486e-08
0.0253315      	4.6318683e-08
0.0254285      	4.6554849e-08
0.0255249      	4.6790753e-08
0.0256208      	4.7024665e-08
0.0257161      	4.7258334e-08
0.0258108      	4.7490050e-08
0.0259051      	4.7721540e-08
0.0259987      	4.7951116e-08
0.0260919      	4.8180012e-08
0.0261846      	4.8407021e-08
0.0262767      	4.8633834e-08
0.0263683      	4.8858795e-08
0.0264595      	4.9083570e-08
0.0265501      	4.9306523e-08
0.0266403      	4.9529304e-08
0.02673        	4.9750293e-08
0.0268192      	4.9971123e-08
0.0269079      	5.0190191e-08
0.0269962      	5.0409116e-08
0.0270841      	5.0626752e-08
0.0271715      	5.0844270e-08
0.0272584      	5.1060076e-08
0.027345       	5.1275755e-08
0.0274311      	5.1489749e-08
0.0275167      	5.1703625e-08
0.027602       	5.1915841e-08
0.0276868      	5.2127950e-08
0.0277713      	5.2338426e-08
0.0278553      	5.2548806e-08
