(
(0.082000	2497.80098698)
(0.083000	2568.90505407)
(0.084000	2640.35843882)
(0.085000	2712.13725226)
(0.086000	2784.22039824)
(0.087000	2856.58949644)
(0.088000	2929.22895296)
(0.089000	3002.12593553)
(0.090000	3075.27021339)
(0.091000	3148.65423771)
(0.092000	3222.27284336)
(0.093000	3296.12336576)
(0.094000	3370.20528389)
(0.095000	3444.52029525)
(0.096000	3519.07199024)
(0.097000	3593.86579726)
(0.098000	3668.90866101)
(0.099000	3744.20910755)
(0.100000	3819.77685033)
(0.101000	3895.62259068)
(0.102000	3971.75800732)
(0.103000	4048.19536279)
(0.104000	4124.94750216)
(0.105000	4202.02749525)
(0.106000	4279.44850786)
(0.107000	4357.22366925)
(0.108000	4435.36582088)
(0.109000	4513.88752245)
(0.110000	4592.80059494)
(0.111000	4672.11631275)
(0.112000	4751.84497357)
(0.113000	4831.99606014)
(0.114000	4912.57784024)
(0.115000	4993.59753910)
(0.116000	5075.06097580)
(0.117000	5156.97279455)
(0.118000	5239.33619220)
(0.119000	5322.15285866)
(0.120000	5405.42310743)
(0.121000	5489.14574786)
(0.122000	5573.31805058)
(0.123000	5657.93586356)
(0.124000	5742.99345478)
(0.125000	5828.48379418)
(0.126000	5914.39831631)
(0.127000	6000.72707602)
(0.128000	6087.45897519)
(0.129000	6174.58149238)
(0.130000	6262.08102918)
(0.131000	6349.94296830)
(0.132000	6438.15152292)
(0.133000	6526.69023604)
(0.134000	6615.54157686)
(0.135000	6704.68763289)
(0.136000	6794.10954685)
(0.137000	6883.78829498)
(0.138000	6973.70429930)
(0.139000	7063.83771905)
(0.140000	7154.16864375)
(0.141000	7244.67711796)
(0.142000	7335.34316638)
(0.143000	7426.14706629)
(0.144000	7517.06932465)
(0.145000	7608.09090399)
(0.146000	7699.19320565)
(0.147000	7790.35811363)
(0.148000	7881.56823444)
(0.149000	7972.80695174)
(0.150000	8064.05828130)
(0.151000	8155.30725215)
(0.152000	8246.53969643)
(0.153000	8337.74250361)
(0.154000	8428.90340128)
(0.155000	8520.01121003)
(0.156000	8611.05575662)
(0.157000	8702.02792180)
(0.158000	8792.91961562)
(0.159000	8883.72374849)
(0.160000	8974.43412416)
(0.161000	9065.04569573)
(0.162000	9155.55400882)
(0.163000	9245.95582237)
(0.164000	9336.24838739)
(0.165000	9426.42976308)
(0.166000	9516.49868260)
(0.167000	9606.45433188)
(0.168000	9696.29635324)
(0.169000	9786.02476887)
(0.170000	9875.63973907)
(0.171000	9965.14171388)
(0.172000	10054.53093785)
(0.173000	10143.80775558)
(0.174000	10232.97201816)
(0.175000	10322.02355169)
(0.176000	10410.96146625)
(0.177000	10499.78437019)
(0.178000	10588.49033900)
(0.179000	10677.07636479)
(0.180000	10765.53891619)
(0.181000	10853.87320793)
(0.182000	10942.07359019)
(0.183000	11030.13306599)
(0.184000	11118.04359821)
(0.185000	11205.79598011)
(0.186000	11293.37961132)
(0.187000	11380.78245013)
(0.188000	11467.99133644)
(0.189000	11554.99167890)
(0.190000	11641.76759985)
(0.191000	11728.30171109)
(0.192000	11814.57554785)
(0.193000	11900.56925712)
(0.194000	11986.26204563)
(0.195000	12071.63158115)
(0.196000	12156.65483502)
(0.197000	12241.30768279)
(0.198000	12325.56508320)
(0.199000	12409.40146372)
(0.200000	12492.79042140)
(0.201000	12575.70491603)
(0.202000	12658.11787566)
(0.203000	12740.00160271)
(0.204000	12821.32848946)
(0.205000	12902.07083211)
(0.206000	12982.20105187)
(0.207000	13061.69192308)
(0.208000	13140.51649417)
(0.209000	13218.64853117)
(0.210000	13296.06223400)
(0.211000	13372.73279329)
(0.212000	13448.63621499)
(0.213000	13523.74956786)
(0.214000	13598.05080482)
(0.215000	13671.51944579)
(0.216000	13744.13586084)
(0.217000	13815.88228448)
(0.218000	13886.74176434)
(0.219000	13956.69940237)
(0.220000	14025.74140498)
(0.221000	14093.85555695)
(0.222000	14161.03137010)
(0.223000	14227.25967008)
(0.224000	14292.53296304)
(0.225000	14356.84524154)
(0.226000	14420.19178339)
(0.227000	14482.56951766)
(0.228000	14543.97647655)
(0.229000	14604.41227334)
(0.230000	14663.87742922)
(0.231000	14722.37361547)
(0.232000	14779.90366648)
(0.233000	14836.47100418)
(0.234000	14892.07987448)
(0.235000	14946.73535168)
(0.236000	15000.44262924)
(0.237000	15053.20736827)
(0.238000	15105.03545505)
(0.239000	15155.93251305)
(0.240000	15205.90412829)
(0.241000	15254.95559607)
(0.242000	15303.09166302)
(0.243000	15350.31626470)
(0.244000	15396.63250343)
(0.245000	15442.04238167)
(0.246000	15486.54690048)
